block;originl_rep;replicate;matingpair;damID;sireID;tubeID;plant;isolate;treatment;inoculationdate;Death_date;Pupation_date;Days_to_pupation;Days_to_death;Day_10_Mortality;Pupal_weight;Pupal_sex;Notes
1;1;1;1;7;64;1 _ 1;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-18;27;NA;0;0,155;male;
1;2;2;1;7;64;1 _ 2;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-14;23;NA;0;0,155;male;
1;3;3;1;7;64;1 _ 3;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-16;25;NA;0;0,14;male;
1;4;4;1;7;64;1 _ 4;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-18;27;NA;0;0,108;male;
1;5;5;1;7;64;1 _ 5;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-23;32;NA;0;0,165;male;
1;6;6;1;7;64;1 _ 6;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-14;23;NA;0;0,123;male;
1;7;7;1;7;64;1 _ 7;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-26;35;NA;0;0,132;male;
1;8;8;1;7;64;1 _ 8;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-24;33;NA;0;0,14;male;
1;9;9;1;7;64;1 _ 9;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-18;27;NA;0;0,102;male;
1;10;10;1;7;64;1 _ 10;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-23;32;NA;0;0,073;male;
1;11;11;1;7;64;1 _ 11;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-23;32;NA;0;0,142;male;
1;12;12;1;7;64;1 _ 12;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-14;23;NA;0;0,157;female;
1;13;13;1;7;64;1 _ 13;Soya;BB;Soya_BB;2018-11-21;2018-12-18;NA;NA;27;0;NA;NA;
1;14;14;1;7;64;1 _ 14;Soya;BB;Soya_BB;2018-11-21;2018-12-07;NA;NA;16;0;NA;NA;
1;15;15;1;7;64;1 _ 15;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-17;26;NA;0;0,12;female;
1;16;16;1;7;64;1 _ 16;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-16;25;NA;0;0,132;male;
1;17;17;1;7;64;1 _ 17;Soya;BB;Soya_BB;2018-11-21;2018-11-29;NA;NA;8;1;NA;NA;
1;18;18;1;7;64;1 _ 18;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-18;27;NA;0;0,181;female;
1;19;19;1;7;64;1 _ 19;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-14;23;NA;0;0,162;male;
1;20;20;1;7;64;1 _ 20;Soya;BB;Soya_BB;2018-11-21;2018-12-14;NA;NA;23;0;NA;NA;
1;21;21;1;7;64;1 _ 21;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-14;23;NA;0;0,123;female;
1;22;22;1;7;64;1 _ 22;Soya;MT ;Soya_MT ;2018-11-21;2018-11-29;NA;NA;8;1;NA;NA;
1;23;23;1;7;64;1 _ 23;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-23;32;NA;0;0,115;male;
1;24;24;1;7;64;1 _ 24;Soya;MT ;Soya_MT ;2018-11-21;2018-12-27;NA;NA;36;0;NA;NA;
1;25;25;1;7;64;1 _ 25;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-19;28;NA;0;0,112;male;
1;26;26;1;7;64;1 _ 26;Soya;MT ;Soya_MT ;2018-11-21;2018-12-18;NA;NA;27;0;NA;NA;
1;27;27;1;7;64;1 _ 27;Soya;MT ;Soya_MT ;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;Plant material eaten
1;28;28;1;7;64;1 _ 28;Soya;MT ;Soya_MT ;2018-11-21;2018-12-27;NA;NA;36;0;NA;NA;
1;29;29;1;7;64;1 _ 29;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-20;29;NA;0;0,1;male;
1;30;30;1;7;64;1 _ 30;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-18;27;NA;0;0,135;female;
1;31;31;1;7;64;1 _ 31;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;32;32;1;7;64;1 _ 32;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;33;33;1;7;64;1 _ 33;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;34;34;1;7;64;1 _ 34;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;35;35;1;7;64;1 _ 35;Tom;CON;Tom_CON;2018-11-22;NA;2018-12-13;21;NA;0;0,111;male;
1;36;36;1;7;64;1 _ 36;Tom;CON;Tom_CON;2018-11-22;2018-11-28;NA;NA;6;1;NA;NA;
1;37;37;1;7;64;1 _ 37;Tom;CON;Tom_CON;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;38;38;1;7;64;1 _ 38;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;39;39;1;7;64;1 _ 39;Tom;CON;Tom_CON;2018-11-22;NA;2018-12-13;21;NA;0;0,142;male;
1;40;40;1;7;64;1 _ 40;Tom;CON;Tom_CON;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;41;41;1;7;64;1 _ 41;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;42;42;1;7;64;1 _ 42;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;43;43;1;7;64;1 _ 43;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;44;44;1;7;64;1 _ 44;Tom;BB;Tom_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Oil death
1;45;45;1;7;64;1 _ 45;Tom;BB;Tom_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Oil death
1;46;46;1;7;64;1 _ 46;Tom;BB;Tom_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;47;47;1;7;64;1 _ 47;Tom;BB;Tom_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;48;48;1;7;64;1 _ 48;Tom;BB;Tom_BB;2018-11-22;2018-11-29;NA;NA;7;1;NA;NA;
1;49;49;1;7;64;1 _ 49;Tom;BB;Tom_BB;2018-11-22;NA;2018-12-16;24;NA;0;0,093;male;
1;50;50;1;7;64;1 _ 50;Tom;BB;Tom_BB;2018-11-22;NA;2018-12-15;23;NA;0;0,099;male;
1;51;51;1;7;64;1 _ 51;Tom;MT ;Tom_MT ;2018-11-22;2018-12-15;NA;NA;23;0;NA;NA;
1;52;52;1;7;64;1 _ 52;Tom;MT ;Tom_MT ;2018-11-22;NA;2018-12-14;22;NA;0;0,136;female;
1;53;53;1;7;64;1 _ 53;Tom;MT ;Tom_MT ;2018-11-22;NA;2018-12-12;20;NA;0;0,119;female;
1;54;54;1;7;64;1 _ 54;Tom;MT ;Tom_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;55;55;1;7;64;1 _ 55;Tom;MT ;Tom_MT ;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;56;56;1;7;64;1 _ 56;Tom;MT ;Tom_MT ;2018-11-22;2018-12-14;NA;NA;22;0;NA;NA;
1;57;57;1;7;64;1 _ 57;Tom;MT ;Tom_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;58;58;1;7;64;1 _ 58;Tom;MT ;Tom_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;59;59;1;7;64;1 _ 59;Tom;MT ;Tom_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;60;60;1;7;64;1 _ 60;Tom;MT ;Tom_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;61;61;1;7;64;1 _ 61;Maz;CON;Maz_CON;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;
1;62;62;1;7;64;1 _ 62;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;63;63;1;7;64;1 _ 63;Maz;CON;Maz_CON;2018-11-22;2018-12-22;NA;NA;30;0;NA;NA;
1;64;64;1;7;64;1 _ 64;Maz;CON;Maz_CON;2018-11-22;2018-12-06;NA;NA;14;0;NA;NA;
1;65;65;1;7;64;1 _ 65;Maz;CON;Maz_CON;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;
1;66;66;1;7;64;1 _ 66;Maz;CON;Maz_CON;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;67;67;1;7;64;1 _ 67;Maz;CON;Maz_CON;2018-11-22;2018-12-18;NA;NA;26;0;NA;NA;
1;68;68;1;7;64;1 _ 68;Maz;CON;Maz_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;69;69;1;7;64;1 _ 69;Maz;CON;Maz_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;70;70;1;7;64;1 _ 70;Maz;CON;Maz_CON;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;71;71;1;7;64;1 _ 71;Maz;BB;Maz_BB;2018-11-22;2018-12-02;NA;NA;10;0;NA;NA;
1;72;72;1;7;64;1 _ 72;Maz;BB;Maz_BB;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;73;73;1;7;64;1 _ 73;Maz;BB;Maz_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;74;74;1;7;64;1 _ 74;Maz;BB;Maz_BB;2018-11-22;2018-11-29;NA;NA;7;1;NA;NA;
1;75;75;1;7;64;1 _ 75;Maz;BB;Maz_BB;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;76;76;1;7;64;1 _ 76;Maz;BB;Maz_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Plant material eaten
1;77;77;1;7;64;1 _ 77;Maz;BB;Maz_BB;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;78;78;1;7;64;1 _ 78;Maz;BB;Maz_BB;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;79;79;1;7;64;1 _ 79;Maz;BB;Maz_BB;2018-11-22;2018-11-30;NA;NA;8;1;NA;NA;
1;80;80;1;7;64;1 _ 80;Maz;BB;Maz_BB;2018-11-22;2018-12-22;NA;NA;30;0;NA;NA;
1;81;81;1;7;64;1 _ 81;Maz;MT ;Maz_MT ;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;82;82;1;7;64;1 _ 82;Maz;MT ;Maz_MT ;2018-11-22;2018-11-28;NA;NA;6;1;NA;NA;
1;83;83;1;7;64;1 _ 83;Maz;MT ;Maz_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;84;84;1;7;64;1 _ 84;Maz;MT ;Maz_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;85;85;1;7;64;1 _ 85;Maz;MT ;Maz_MT ;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;86;86;1;7;64;1 _ 86;Maz;MT ;Maz_MT ;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;87;87;1;7;64;1 _ 87;Maz;MT ;Maz_MT ;2018-11-22;2018-11-28;NA;NA;6;1;NA;NA;
1;88;88;1;7;64;1 _ 88;Maz;MT ;Maz_MT ;2018-11-22;2018-11-28;NA;NA;6;1;NA;NA;
1;89;89;1;7;64;1 _ 89;Maz;MT ;Maz_MT ;2018-11-22;2018-12-03;NA;NA;11;0;NA;NA;
1;90;90;1;7;64;1 _ 90;Maz;MT ;Maz_MT ;2018-11-22;2018-12-25;NA;NA;33;0;NA;NA;
1;91;91;2;14;62;2 _ 1;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-14;23;NA;0;0,122;male;
1;92;92;2;14;62;2 _ 2;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-25;34;NA;0;0,105;female;
1;93;93;2;14;62;2 _ 3;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-14;23;NA;0;0,153;male;
1;94;94;2;14;62;2 _ 4;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-17;26;NA;0;0,131;female;
1;95;95;2;14;62;2 _ 5;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-15;24;NA;0;0,106;female;
1;96;96;2;14;62;2 _ 6;Soya;CON;Soya_CON;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;97;97;2;14;62;2 _ 7;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-16;25;NA;0;0,142;female;
1;98;98;2;14;62;2 _ 8;Soya;CON;Soya_CON;2018-11-21;NA;2018-12-19;28;NA;0;0,101;NA;
1;99;99;2;14;62;2 _ 9;Soya;CON;Soya_CON;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;100;100;2;14;62;2 _ 10;Soya;CON;Soya_CON;2018-11-21;2018-12-14;NA;NA;23;0;NA;NA;
1;101;101;2;14;62;2 _ 11;Soya;BB;Soya_BB;2018-11-21;2018-12-18;NA;NA;27;0;NA;NA;
1;102;102;2;14;62;2 _ 12;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-21;30;NA;0;0,125;male;
1;103;103;2;14;62;2 _ 13;Soya;BB;Soya_BB;2018-11-21;2018-12-04;NA;NA;13;0;NA;NA;
1;104;104;2;14;62;2 _ 14;Soya;BB;Soya_BB;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;105;105;2;14;62;2 _ 15;Soya;BB;Soya_BB;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;106;106;2;14;62;2 _ 16;Soya;BB;Soya_BB;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;107;107;2;14;62;2 _ 17;Soya;BB;Soya_BB;2018-11-21;NA;2018-12-22;31;NA;0;0,098;male;
1;108;108;2;14;62;2 _ 18;Soya;BB;Soya_BB;2018-11-21;2018-11-29;NA;NA;8;1;NA;NA;
1;109;109;2;14;62;2 _ 19;Soya;BB;Soya_BB;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;Plant material eaten
1;110;110;2;14;62;2 _ 20;Soya;BB;Soya_BB;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;Plant material eaten
1;111;111;2;14;62;2 _ 21;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-19;28;NA;0;0,152;male;
1;112;112;2;14;62;2 _ 22;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-18;27;NA;0;0,143;female;
1;113;113;2;14;62;2 _ 23;Soya;MT ;Soya_MT ;2018-11-21;2018-12-27;NA;NA;36;0;NA;NA;
1;114;114;2;14;62;2 _ 24;Soya;MT ;Soya_MT ;2018-11-21;2018-11-24;NA;NA;3;1;NA;NA;
1;115;115;2;14;62;2 _ 25;Soya;MT ;Soya_MT ;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;116;116;2;14;62;2 _ 26;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-23;32;NA;0;0,111;male;
1;117;117;2;14;62;2 _ 27;Soya;MT ;Soya_MT ;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;118;118;2;14;62;2 _ 28;Soya;MT ;Soya_MT ;2018-11-21;2018-12-26;NA;NA;35;0;NA;NA;
1;119;119;2;14;62;2 _ 29;Soya;MT ;Soya_MT ;2018-11-21;2018-11-26;NA;NA;5;1;NA;NA;
1;120;120;2;14;62;2 _ 30;Soya;MT ;Soya_MT ;2018-11-21;NA;2018-12-19;28;NA;0;0,174;male;
1;121;121;2;14;62;2 _ 31;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;122;122;2;14;62;2 _ 32;Tom;CON;Tom_CON;2018-11-22;NA;2018-12-15;23;NA;0;NA;NA;
1;123;123;2;14;62;2 _ 33;Tom;CON;Tom_CON;2018-11-22;NA;2018-12-15;23;NA;0;0,099;female;
1;124;124;2;14;62;2 _ 34;Tom;CON;Tom_CON;2018-11-22;NA;2018-12-22;30;NA;0;0,062;male;
1;125;125;2;14;62;2 _ 35;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;126;126;2;14;62;2 _ 36;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;127;127;2;14;62;2 _ 37;Tom;CON;Tom_CON;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;Oil death
1;128;128;2;14;62;2 _ 38;Tom;CON;Tom_CON;2018-11-22;2018-12-06;NA;NA;14;0;NA;NA;
1;129;129;2;14;62;2 _ 39;Tom;CON;Tom_CON;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;Oil death
1;130;130;2;14;62;2 _ 40;Tom;CON;Tom_CON;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;131;131;2;14;62;2 _ 41;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;132;132;2;14;62;2 _ 42;Tom;BB;Tom_BB;2018-11-22;NA;2018-12-14;22;NA;0;0,098;female;
1;133;133;2;14;62;2 _ 43;Tom;BB;Tom_BB;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;
1;134;134;2;14;62;2 _ 44;Tom;BB;Tom_BB;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;
1;135;135;2;14;62;2 _ 45;Tom;BB;Tom_BB;2018-11-22;NA;2018-12-13;21;NA;0;0,103;male;
1;136;136;2;14;62;2 _ 46;Tom;BB;Tom_BB;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Plant material eaten
1;137;137;2;14;62;2 _ 47;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;138;138;2;14;62;2 _ 48;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;139;139;2;14;62;2 _ 49;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;140;140;2;14;62;2 _ 50;Tom;BB;Tom_BB;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;Oil death
1;141;141;2;14;62;2 _ 51;Tom;MT ;Tom_MT ;2018-11-22;2018-11-23;NA;NA;1;1;NA;NA;
1;142;142;2;14;62;2 _ 52;Tom;MT ;Tom_MT ;2018-11-22;2018-12-11;NA;NA;19;0;NA;NA;
1;143;143;2;14;62;2 _ 53;Tom;MT ;Tom_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Plant material eaten
1;144;144;2;14;62;2 _ 54;Tom;MT ;Tom_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Plant material eaten
1;145;145;2;14;62;2 _ 55;Tom;MT ;Tom_MT ;2018-11-22;2018-12-12;NA;NA;20;0;NA;NA;
1;146;146;2;14;62;2 _ 56;Tom;MT ;Tom_MT ;2018-11-22;NA;2018-12-13;21;NA;0;0,092;female;
1;147;147;2;14;62;2 _ 57;Tom;MT ;Tom_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;Plant material eaten
1;148;148;2;14;62;2 _ 58;Tom;MT ;Tom_MT ;2018-11-22;NA;2018-12-14;22;NA;0;0,101;male;
1;149;149;2;14;62;2 _ 59;Tom;MT ;Tom_MT ;2018-11-22;NA;2018-12-14;22;NA;0;0,119;male;
1;150;150;2;14;62;2 _ 60;Tom;MT ;Tom_MT ;2018-11-22;2018-12-18;NA;NA;26;0;NA;NA;
1;151;151;2;14;62;2 _ 61;Maz;CON;Maz_CON;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;152;152;2;14;62;2 _ 62;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;153;153;2;14;62;2 _ 63;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;154;154;2;14;62;2 _ 64;Maz;CON;Maz_CON;2018-11-22;2018-12-14;NA;NA;22;0;NA;NA;
1;155;155;2;14;62;2 _ 65;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;156;156;2;14;62;2 _ 66;Maz;CON;Maz_CON;2018-11-22;2018-12-15;NA;NA;23;0;NA;NA;
1;157;157;2;14;62;2 _ 67;Maz;CON;Maz_CON;2018-11-22;2018-12-15;NA;NA;23;0;NA;NA;
1;158;158;2;14;62;2 _ 68;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;159;159;2;14;62;2 _ 69;Maz;CON;Maz_CON;2018-11-22;2018-12-14;NA;NA;22;0;NA;NA;
1;160;160;2;14;62;2 _ 70;Maz;CON;Maz_CON;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;161;161;2;14;62;2 _ 71;Maz;BB;Maz_BB;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;162;162;2;14;62;2 _ 72;Maz;BB;Maz_BB;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;163;163;2;14;62;2 _ 73;Maz;BB;Maz_BB;2018-11-22;2018-12-07;NA;NA;15;0;NA;NA;
1;164;164;2;14;62;2 _ 74;Maz;BB;Maz_BB;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;165;165;2;14;62;2 _ 75;Maz;BB;Maz_BB;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;166;166;2;14;62;2 _ 76;Maz;BB;Maz_BB;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;167;167;2;14;62;2 _ 77;Maz;BB;Maz_BB;2018-11-22;2018-12-24;NA;NA;32;0;NA;NA;
1;168;168;2;14;62;2 _ 78;Maz;BB;Maz_BB;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;169;169;2;14;62;2 _ 79;Maz;BB;Maz_BB;2018-11-22;2018-12-16;NA;NA;24;0;NA;NA;
1;170;170;2;14;62;2 _ 80;Maz;BB;Maz_BB;2018-11-22;2018-11-29;NA;NA;7;1;NA;NA;
1;171;171;2;14;62;2 _ 81;Maz;MT ;Maz_MT ;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;172;172;2;14;62;2 _ 82;Maz;MT ;Maz_MT ;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;173;173;2;14;62;2 _ 83;Maz;MT ;Maz_MT ;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;174;174;2;14;62;2 _ 84;Maz;MT ;Maz_MT ;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;175;175;2;14;62;2 _ 85;Maz;MT ;Maz_MT ;2018-11-22;2018-12-19;NA;NA;27;0;NA;NA;
1;176;176;2;14;62;2 _ 86;Maz;MT ;Maz_MT ;2018-11-22;2018-12-21;NA;NA;29;0;NA;NA;
1;177;177;2;14;62;2 _ 87;Maz;MT ;Maz_MT ;2018-11-22;2018-12-01;NA;NA;9;1;NA;NA;
1;178;178;2;14;62;2 _ 88;Maz;MT ;Maz_MT ;2018-11-22;2018-12-24;NA;NA;32;0;NA;NA;
1;179;179;2;14;62;2 _ 89;Maz;MT ;Maz_MT ;2018-11-22;2018-12-20;NA;NA;28;0;NA;NA;
1;180;180;2;14;62;2 _ 90;Maz;MT ;Maz_MT ;2018-11-22;2018-12-22;NA;NA;30;0;NA;NA;
1;181;181;3;25;76;3 _ 1;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-21;29;NA;0;0,131;male;
1;182;182;3;25;76;3 _ 2;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-19;27;NA;0;0,163;female;
1;183;183;3;25;76;3 _ 3;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-14;22;NA;0;0,19;male;
1;184;184;3;25;76;3 _ 4;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-16;24;NA;0;0,12;male;
1;185;185;3;25;76;3 _ 5;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-17;25;NA;0;0,132;female;
1;186;186;3;25;76;3 _ 6;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-18;26;NA;0;0,085;male;
1;187;187;3;25;76;3 _ 7;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-17;25;NA;0;0,115;female;
1;188;188;3;25;76;3 _ 8;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-14;22;NA;0;0,115;female;
1;189;189;3;25;76;3 _ 9;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-16;24;NA;0;0,132;male;
1;190;190;3;25;76;3 _ 10;Soya;CON;Soya_CON;2018-11-22;NA;2018-12-17;25;NA;0;0,121;male;
1;191;191;3;25;76;3 _ 11;Soya;BB;Soya_BB;2018-11-22;2018-11-30;NA;NA;8;1;NA;NA;
1;192;192;3;25;76;3 _ 12;Soya;BB;Soya_BB;2018-11-22;2018-11-27;NA;NA;5;1;NA;NA;
1;193;193;3;25;76;3 _ 13;Soya;BB;Soya_BB;2018-11-22;NA;2018-12-19;27;NA;0;0,104;male;
1;194;194;3;25;76;3 _ 14;Soya;BB;Soya_BB;2018-11-22;NA;2018-12-15;23;NA;0;0,065;female;
1;195;195;3;25;76;3 _ 15;Soya;BB;Soya_BB;2018-11-22;NA;2018-12-16;24;NA;0;0,12;male;
1;196;196;3;25;76;3 _ 16;Soya;BB;Soya_BB;2018-11-22;2018-11-29;NA;NA;7;1;NA;NA;
1;197;197;3;25;76;3 _ 17;Soya;BB;Soya_BB;2018-11-22;2018-11-30;NA;NA;8;1;NA;NA;
1;198;198;3;25;76;3 _ 18;Soya;BB;Soya_BB;2018-11-22;NA;2018-12-15;23;NA;0;0,119;male;
1;199;199;3;25;76;3 _ 19;Soya;BB;Soya_BB;2018-11-22;NA;2018-12-14;22;NA;0;0,137;female;
1;200;200;3;25;76;3 _ 20;Soya;BB;Soya_BB;2018-11-22;2018-12-01;NA;NA;9;1;NA;NA;
1;201;201;3;25;76;3 _ 21;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-14;22;NA;0;0,137;male;
1;202;202;3;25;76;3 _ 22;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-17;25;NA;0;0,14;female;
1;203;203;3;25;76;3 _ 23;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-19;27;NA;0;0,129;male;
1;204;204;3;25;76;3 _ 24;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-13;21;NA;0;0,138;male;
1;205;205;3;25;76;3 _ 25;Soya;MT ;Soya_MT ;2018-11-22;2018-12-18;NA;NA;26;0;NA;NA;
1;206;206;3;25;76;3 _ 26;Soya;MT ;Soya_MT ;2018-11-22;2018-11-24;NA;NA;2;1;NA;NA;
1;207;207;3;25;76;3 _ 27;Soya;MT ;Soya_MT ;2018-11-22;2018-11-26;NA;NA;4;1;NA;NA;
1;208;208;3;25;76;3 _ 28;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-15;23;NA;0;0,102;male;
1;209;209;3;25;76;3 _ 29;Soya;MT ;Soya_MT ;2018-11-22;NA;2018-12-16;24;NA;0;0,133;male;
1;210;210;3;25;76;3 _ 30;Soya;MT ;Soya_MT ;2018-11-22;2018-12-04;NA;NA;12;0;NA;NA;
1;211;211;3;25;76;3 _ 31;Tom;CON;Tom_CON;2018-11-23;2018-11-29;NA;NA;6;1;NA;NA;
1;212;212;3;25;76;3 _ 32;Tom;CON;Tom_CON;2018-11-23;2018-12-23;NA;NA;30;0;NA;NA;
